league,model,rps,logloss,acc,brier,test_season
seriea,elo,0.3860180093062184,0.9957026838468197,0.5382585751978892,0.5960889711884901,2023
seriea,elo_mov,0.3851047780923907,0.9938152255228158,0.5461741424802111,0.5947299448891494,2023
seriea,elo_gd,0.3839624790057986,0.9921286891056971,0.5461741424802111,0.5935332727279947,2023
seriea,glicko,0.40078089202913925,1.0156911054822904,0.5277044854881267,0.6093867331613994,2023
seriea,pi_rating,0.3819769453247843,0.9899467473500279,0.5382585751978892,0.5912808970664006,2023
seriea,massey,0.3914350457379551,1.0014981806803005,0.525065963060686,0.6000592114057759,2023
seriea,colley,0.3959003234885543,1.008681615083262,0.5145118733509235,0.6049212506924276,2023
seriea,davidson,0.39830678337268927,1.013368194599201,0.5224274406332454,0.6080091665277874,2023
seriea,kalman,0.3900236114831621,1.0010235755504886,0.5224274406332454,0.5987190430488558,2023
seriea,bayes_hier,0.38721448549221105,0.9949182819830446,0.5408970976253298,0.5956681922893866,2023
seriea,points_per_game,0.39503812842198194,1.0078742924356112,0.5118733509234829,0.6030701543705307,2023
seriea,goal_diff_pg,0.39765114740433827,1.0178215582127743,0.5118733509234829,0.605358880635333,2023
seriea,form_last5,0.4179864482986362,1.043667296775034,0.49076517150395776,0.6266360565403739,2023
seriea,head_to_head,0.44021083252131477,1.0741462650400504,0.43535620052770446,0.6494295499018148,2023
seriea,lambda_gap,0.38441283757746036,0.9951993740469373,0.5488126649076517,0.5925285038105268,2023
seriea,shots_gap,0.4036830281795003,1.0215135532523456,0.49868073878627966,0.6127123517702459,2023
seriea,sot_gap,0.40301322648108895,1.0195765915434107,0.5118733509234829,0.6106712620730796,2023
seriea,poisson,0.3828694199802094,0.9910323269865767,0.5435356200527705,0.5914028692801632,2023
seriea,dixon_coles,0.3829016263457781,0.9911202022667632,0.5435356200527705,0.591466693010684,2023
seriea,dixon_coles_decay,0.3999287472767364,1.0142800378478094,0.5145118733509235,0.6085342156548733,2023
seriea,bivariate_poisson,0.38318369337868685,0.991250742235086,0.5435356200527705,0.5918139639915548,2023
seriea,negative_binomial,0.3827835246142883,0.9905196232471842,0.5435356200527705,0.5913600250889599,2023
seriea,zero_infl_poisson,0.3829004720574073,0.9911316611569367,0.5435356200527705,0.5915024129250407,2023
seriea,skellam,0.3828764750882365,0.9910591307388104,0.5435356200527705,0.5914111954346688,2023
seriea,poisson_shots,0.40294095296236043,1.0197696483337766,0.49868073878627966,0.6120658733479966,2023
seriea,poisson_sot,0.4001502505236644,1.013171653326047,0.5013192612137203,0.607368405608233,2023
seriea,ML_multinomial_logistic,0.3883185112368103,0.9987508942412099,0.5145118733509235,0.5944693099603364,2023
seriea,ML_logistic_L1,0.38323868992664367,0.9878810660414953,0.5408970976253298,0.5887404114425969,2023
seriea,ML_random_forest,0.38766189952037095,0.9937415130440866,0.5224274406332454,0.5948541896915087,2023
seriea,ML_extra_trees,0.3829631838383299,0.986931783767539,0.5382585751978892,0.5895061141838276,2023
seriea,ML_hist_gbm,0.5054445006035269,1.3461070632646626,0.40897097625329815,0.7620189760341533,2023
seriea,ML_kNN,0.38801451187335095,0.9982271236835383,0.5303430079155673,0.5959542656112577,2023
seriea,ML_naive_bayes,0.49775678818223285,2.9623922468727453,0.554089709762533,0.750881490210086,2023
seriea,ML_svm_rbf,0.3938027868799883,1.0071300216090509,0.525065963060686,0.6027287016400101,2023
seriea,ML_neural_net,0.3946431432461143,1.0146843944775052,0.5092348284960422,0.60823267130146,2023
seriea,BASE_rates,0.449572231017297,1.0877681496775984,0.41952506596306066,0.6587510806215187,2023
seriea,BASE_always_home,0.8370171503957783,2.6816614020603313,0.41952506596306066,1.1267213720316624,2023
seriea,ENS_mean_prob,0.3827056655550577,0.9885986068203153,0.5408970976253298,0.5898413086386719,2023
seriea,ENS_logit_mean,0.3794262532892886,0.9838159390678919,0.5382585751978892,0.5871134819169802,2023
seriea,ENS_diverse5_mean,0.39042696787955883,1.0058552693369203,0.5303430079155673,0.6015495137657321,2023
seriea,elo,0.38017127745120627,0.9725330274662798,0.5368421052631579,0.5816312368887009,2024
seriea,elo_mov,0.3819039695375539,0.9756668072114855,0.5263157894736842,0.5836446418379211,2024
seriea,elo_gd,0.38143465330081916,0.9748522027691201,0.5263157894736842,0.5831111521723128,2024
seriea,glicko,0.39978784784743526,1.0047805722732075,0.5078947368421053,0.6027811950643579,2024
seriea,pi_rating,0.3836426960032975,0.9788535867771839,0.5421052631578948,0.5858274633523665,2024
seriea,massey,0.3884559924179531,0.9864154128356912,0.5078947368421053,0.5903115467409585,2024
seriea,colley,0.3908349300845201,0.990055381740885,0.5131578947368421,0.5930744787337986,2024
seriea,davidson,0.3897936776818748,0.9879305074835352,0.4868421052631579,0.5919799900665934,2024
seriea,kalman,0.39213935001374894,0.9925683463552981,0.5131578947368421,0.5936906716484223,2024
seriea,bayes_hier,0.3853490122899421,0.9815644785704977,0.5263157894736842,0.5869217531178204,2024
seriea,points_per_game,0.4008818320732321,1.0054869544101892,0.5131578947368421,0.6028494538918765,2024
seriea,goal_diff_pg,0.4100561362091901,1.0223363566980914,0.5052631578947369,0.6129256743537361,2024
seriea,form_last5,0.42599236977375515,1.0444833811518817,0.4605263157894737,0.6285958827323402,2024
