league,model,rps,logloss,acc,brier,test_season
bundesliga,colley,0.4020223349437667,0.9845930564644547,0.5294117647058824,0.5855924310492598,2025
bundesliga,davidson,0.395371421982453,0.9747996955934888,0.5424836601307189,0.5783702660432316,2025
bundesliga,kalman,0.40142649922825085,0.9858400503915448,0.5392156862745098,0.5850094385625926,2025
bundesliga,bayes_hier,0.39851204972506454,0.9798950810338616,0.5261437908496732,0.5820226608348659,2025
bundesliga,points_per_game,0.4099699089862659,0.9984823124374947,0.5130718954248366,0.5954986299259514,2025
bundesliga,goal_diff_pg,0.41763333641487166,1.0085833749331345,0.4934640522875817,0.6016184786116611,2025
bundesliga,form_last5,0.4384967409050806,1.037212814620074,0.48366013071895425,0.623113876805782,2025
bundesliga,head_to_head,0.4444089123470457,1.0476173533160973,0.4444444444444444,0.6298323338559381,2025
bundesliga,lambda_gap,0.3955609021957496,0.9779380262139565,0.5588235294117647,0.5792368091996023,2025
bundesliga,shots_gap,0.40363876333861043,0.9867716864784744,0.5424836601307189,0.5876223863521485,2025
bundesliga,sot_gap,0.3932300805312984,0.9707284381950114,0.5588235294117647,0.5767254949899825,2025
bundesliga,poisson,0.3961475520224715,0.9804379907629417,0.5555555555555556,0.5802050932489865,2025
bundesliga,dixon_coles,0.3961781093569204,0.9805289615033385,0.5555555555555556,0.5802471253629354,2025
bundesliga,dixon_coles_decay,0.4112702211403284,1.0011340247964977,0.5326797385620915,0.5953483419392972,2025
bundesliga,bivariate_poisson,0.3961656448259974,0.9796994100073145,0.5555555555555556,0.5802548678182798,2025
bundesliga,negative_binomial,0.39626664840154463,0.9803498698598501,0.5555555555555556,0.5803265836085173,2025
bundesliga,zero_infl_poisson,0.39611580033563726,0.9804114596075416,0.5555555555555556,0.5801359713200138,2025
bundesliga,skellam,0.3961475136350808,0.980482983811842,0.5555555555555556,0.5802110790723888,2025
bundesliga,poisson_shots,0.40456681457773636,0.9888393179054283,0.5490196078431373,0.588484830795444,2025
bundesliga,poisson_sot,0.3965061887749968,0.9828378652785308,0.5522875816993464,0.5805830812543751,2025
bundesliga,ML_multinomial_logistic,0.3887373390545885,0.9685761499155144,0.5261437908496732,0.5728620515137229,2025
bundesliga,ML_logistic_L1,0.388353766473981,0.9659422053071572,0.5294117647058824,0.5721787590185919,2025
bundesliga,ML_random_forest,0.3937118225591376,0.9719684160565474,0.545751633986928,0.5773175578020062,2025
bundesliga,ML_extra_trees,0.38968628913291586,0.9655483055267904,0.5522875816993464,0.5724622252962157,2025
bundesliga,ML_hist_gbm,0.4589625954318622,1.1334623239623056,0.4673202614379085,0.6609461417750844,2025
bundesliga,ML_kNN,0.3969680464778504,0.9788516136685914,0.5424836601307189,0.5816648511256355,2025
bundesliga,ML_naive_bayes,0.5377160030088624,2.826899998072803,0.5032679738562091,0.7838931810341435,2025
bundesliga,ML_svm_rbf,0.4095882413838369,0.9973355743559345,0.5392156862745098,0.5940004949720081,2025
bundesliga,ML_neural_net,0.3982017989180625,0.9865001964835683,0.5326797385620915,0.5845887268208191,2025
bundesliga,BASE_rates,0.4627306805074971,1.07058572345677,0.43790849673202614,0.6477797001153404,2025
bundesliga,BASE_always_home,0.8507614379084967,2.5973739698382325,0.43790849673202614,1.0910575163398692,2025
bundesliga,MARKET_closing_line,0.4152509810561369,1.0012218675285718,0.5130718954248366,0.5980885337700248,2025
bundesliga,ENS_mean_prob,0.3924410323914608,0.9711340672001325,0.5620915032679739,0.5757434277720603,2025
bundesliga,ENS_logit_mean,0.38728623199693957,0.9632890898400615,0.5620915032679739,0.5701715382891532,2025
bundesliga,ENS_diverse5_mean,0.39512447964757935,0.973296110094418,0.5424836601307189,0.5782361840082993,2025
bundesliga,ENS_market_x_model_50,0.3938290468498578,0.9723459689247108,0.5490196078431373,0.5763861463227069,2025
bundesliga,ENS_market_x_model_75,0.40268012403382725,0.984171618725907,0.5359477124183006,0.5853013676196455,2025
