league,model,rps,logloss,acc,brier,test_season
ligue1,elo,0.42670456204123713,1.0365753326902076,0.5032679738562091,0.6237592944118292,2023
ligue1,elo_mov,0.42774972263073247,1.0383459564159194,0.4934640522875817,0.6250317389263335,2023
ligue1,elo_gd,0.42748628112677706,1.0379299396357362,0.4934640522875817,0.6247446361040099,2023
ligue1,glicko,0.43025143568174123,1.0391454815666104,0.477124183006536,0.625744864101766,2023
ligue1,pi_rating,0.43600722047160456,1.0472821828800423,0.477124183006536,0.6332921434604796,2023
ligue1,massey,0.4284615555082057,1.0360422368086797,0.49019607843137253,0.6241092840213226,2023
ligue1,colley,0.42659051303534207,1.0333800172924894,0.477124183006536,0.6219207925642644,2023
ligue1,davidson,0.4300308681366356,1.0377810748448917,0.4869281045751634,0.6245874699414131,2023
ligue1,kalman,0.44014603332367286,1.0530061828564097,0.4411764705882353,0.6370625985993454,2023
ligue1,bayes_hier,0.425373598756776,1.0318272135342639,0.4869281045751634,0.6211116608672904,2023
ligue1,points_per_game,0.43975974094610826,1.0536202953421718,0.4542483660130719,0.6361017037520668,2023
ligue1,goal_diff_pg,0.44080603092989373,1.052645357706789,0.45751633986928103,0.638291149419407,2023
ligue1,form_last5,0.44934047027239543,1.0643684796870971,0.434640522875817,0.6438658315199005,2023
ligue1,head_to_head,0.46226155400124497,1.0841716126373824,0.39215686274509803,0.6570155927987188,2023
ligue1,lambda_gap,0.43683002019057937,1.0485267796198587,0.4673202614379085,0.6334776442849421,2023
ligue1,shots_gap,0.43484888878529854,1.0452258046960605,0.4738562091503268,0.6301879118193972,2023
ligue1,sot_gap,0.438320637632978,1.0485893033204443,0.45098039215686275,0.6338518395270247,2023
ligue1,poisson,0.4357392704618253,1.052419793998143,0.4673202614379085,0.6338889936541483,2023
ligue1,dixon_coles,0.4357553818809059,1.052464631060527,0.4673202614379085,0.6339109517756798,2023
ligue1,dixon_coles_decay,0.4427325266376694,1.061145795075998,0.4673202614379085,0.640571388904876,2023
ligue1,bivariate_poisson,0.43579374971363977,1.0525186061078176,0.4673202614379085,0.6339452078294603,2023
ligue1,negative_binomial,0.43575641870662124,1.0521267571886757,0.4673202614379085,0.633875345792629,2023
ligue1,zero_infl_poisson,0.4356755718507388,1.052236420021191,0.47058823529411764,0.6338347401100106,2023
ligue1,skellam,0.4357362724149174,1.05241466035916,0.4673202614379085,0.6338836518256326,2023
ligue1,poisson_shots,0.43231726933838444,1.04202545866947,0.4738562091503268,0.628055551994218,2023
ligue1,poisson_sot,0.4338242924094597,1.0431382368297253,0.46405228758169936,0.6295090357900475,2023
ligue1,ML_multinomial_logistic,0.4380983309851267,1.0557735934072427,0.4738562091503268,0.6348900463824675,2023
ligue1,ML_logistic_L1,0.42920568313651875,1.0354050412811187,0.4934640522875817,0.6228079014044418,2023
ligue1,ML_random_forest,0.42981986775467806,1.0464840119376808,0.4673202614379085,0.6305805283955878,2023
ligue1,ML_extra_trees,0.42707684704582866,1.0363055401693584,0.4673202614379085,0.6239395292226114,2023
ligue1,ML_hist_gbm,0.5175037899348227,1.308696208503797,0.39869281045751637,0.7560744192395773,2023
ligue1,ML_kNN,0.43629720406681194,1.0592281557456829,0.42810457516339867,0.6383333333333334,2023
ligue1,ML_naive_bayes,0.6205257708976156,3.290815135178225,0.4444444444444444,0.901764991343434,2023
ligue1,ML_svm_rbf,0.4404959568899401,1.0533286185628243,0.4673202614379085,0.6355530420285643,2023
ligue1,ML_neural_net,0.43618641467767516,1.0681156622141357,0.4411764705882353,0.6429019596594068,2023
