league,model,rps,logloss,acc,brier,test_season
laliga,skellam,0.3877709096972075,0.989513969407537,0.5289473684210526,0.5913726107530671,2023
laliga,poisson_shots,0.4022862087081063,1.0102249445040032,0.5052631578947369,0.6050195824673885,2023
laliga,poisson_sot,0.3918903275606524,0.9945626538568525,0.5210526315789473,0.5940768094443905,2023
laliga,ML_multinomial_logistic,0.3997190745302881,1.012858825666256,0.5026315789473684,0.6086602710193073,2023
laliga,ML_logistic_L1,0.38492732718595174,0.9810031643149397,0.5289473684210526,0.5874804988810279,2023
laliga,ML_random_forest,0.3762362048549014,0.9747403805151642,0.5368421052631579,0.5790536162987892,2023
laliga,ML_extra_trees,0.37695175347254445,0.9755105590722769,0.5552631578947368,0.5790990588480058,2023
laliga,ML_hist_gbm,0.49346531357842954,1.2969718333487295,0.45526315789473687,0.7425077120821721,2023
laliga,ML_kNN,0.37248318713450296,0.9624284622747044,0.5605263157894737,0.5714195906432749,2023
laliga,ML_naive_bayes,0.5007385409059125,2.7712462450491793,0.5447368421052632,0.7491828158820666,2023
laliga,ML_svm_rbf,0.3971355251823441,1.003004371262601,0.5368421052631579,0.5997075399086468,2023
laliga,ML_neural_net,0.40062544152778395,1.0055463589791396,0.4921052631578947,0.6017702141696079,2023
laliga,BASE_rates,0.44781375424056286,1.0755458105317304,0.4394736842105263,0.650554432114248,2023
laliga,BASE_always_home,0.8119736842105262,2.5901976361512866,0.4394736842105263,1.088021052631579,2023
laliga,ENS_mean_prob,0.3788200530466825,0.9753677380466808,0.5421052631578948,0.5804642631720176,2023
laliga,ENS_logit_mean,0.36980302204992843,0.9608396408728026,0.55,0.5720866028692219,2023
laliga,ENS_diverse5_mean,0.3811186288193052,0.9818086264262536,0.5342105263157895,0.5865711354077979,2023
laliga,elo,0.393144255199281,0.9765788771137806,0.5421052631578948,0.5792589629860531,2024
laliga,elo_mov,0.3938457926478772,0.9770455933667415,0.5394736842105263,0.5805658496798685,2024
laliga,elo_gd,0.39319332707658966,0.9761565503303479,0.5394736842105263,0.5797437937208457,2024
laliga,glicko,0.4063353012289805,0.9977005931858604,0.5157894736842106,0.5944100383804345,2024
laliga,pi_rating,0.39590977676735883,0.9802696108175817,0.5263157894736842,0.5826940780756054,2024
laliga,massey,0.3940481031430066,0.977096953483423,0.5421052631578948,0.5803390115996123,2024
laliga,colley,0.4009555959182005,0.98880800001058,0.5184210526315789,0.5880895778668517,2024
laliga,davidson,0.40067049047922504,0.98886825364077,0.5236842105263158,0.5875504365885439,2024
laliga,kalman,0.4022463821339383,0.9895540657137922,0.5105263157894737,0.5903143447247171,2024
laliga,bayes_hier,0.39342074905775504,0.9768254116415838,0.5394736842105263,0.5796644516359147,2024
laliga,points_per_game,0.4138467481906087,1.0085026703265454,0.5,0.6025330133846438,2024
laliga,goal_diff_pg,0.4059999981267719,0.9966998665703622,0.49473684210526314,0.5936513611444849,2024
laliga,form_last5,0.4302379266338439,1.032499920750807,0.4763157894736842,0.6200723450444381,2024
laliga,head_to_head,0.44641430962817724,1.057477701049161,0.45263157894736844,0.6363781125636819,2024
laliga,lambda_gap,0.39712160565808946,0.983185818889524,0.5105263157894737,0.5838410158857381,2024
laliga,shots_gap,0.3960986051366702,0.9837089272811308,0.5368421052631579,0.5840650951563243,2024
laliga,sot_gap,0.3950233755157065,0.9784255372086438,0.5263157894736842,0.5824601610458521,2024
laliga,poisson,0.39721599364871285,0.9828269919654984,0.5131578947368421,0.5837351602316349,2024
laliga,dixon_coles,0.39715293367095256,0.9826788816835301,0.5131578947368421,0.5836796741480504,2024
laliga,dixon_coles_decay,0.4129398682183725,1.007094031672714,0.5,0.60196361907212,2024
laliga,bivariate_poisson,0.3976830132491591,0.9834168029149913,0.5157894736842106,0.5842391356607279,2024
laliga,negative_binomial,0.3972739791942192,0.9824863673594701,0.5157894736842106,0.5838146337151696,2024
laliga,zero_infl_poisson,0.3972059754102511,0.9828708544174112,0.5131578947368421,0.58372006120345,2024
laliga,skellam,0.39722095653626055,0.9828518077527415,0.5131578947368421,0.5837382753816621,2024
laliga,poisson_shots,0.3970507871895811,0.9837333075371871,0.5342105263157895,0.5849338189916986,2024
laliga,poisson_sot,0.3955290936644468,0.9789838362417825,0.5131578947368421,0.583299041933593,2024
laliga,ML_multinomial_logistic,0.39489909930558936,0.9894173244602742,0.5078947368421053,0.5873890076648267,2024
laliga,ML_logistic_L1,0.3911601524161815,0.97923349626503,0.531578947368421,0.5807261525279,2024
laliga,ML_random_forest,0.38597513518175436,0.968155153367414,0.5394736842105263,0.5740133635025787,2024
laliga,ML_extra_trees,0.389656398433523,0.9720201552246133,0.55,0.5764888665154551,2024
laliga,ML_hist_gbm,0.444979263646683,1.1642289215287782,0.4763157894736842,0.6674227632070027,2024
laliga,ML_kNN,0.3906615497076023,0.9840388680628531,0.5289473684210526,0.5843201754385965,2024
laliga,ML_naive_bayes,0.54916774540073,3.0804188139347795,0.5342105263157895,0.7753771439502848,2024
laliga,ML_svm_rbf,0.4116786066927878,1.0055755656819656,0.5342105263157895,0.6019781221708741,2024
laliga,ML_neural_net,0.39830063085349354,0.9812898547490289,0.5184210526315789,0.5832365791659851,2024
laliga,BASE_rates,0.4573577128005199,1.0710760181376986,0.44473684210526315,0.6476126939571151,2024
laliga,BASE_always_home,0.8275526315789474,2.5660662283688103,0.44473684210526315,1.0778105263157893,2024
laliga,ENS_mean_prob,0.3895721770571537,0.9705448132737619,0.5526315789473685,0.5759565736263831,2024
laliga,ENS_logit_mean,0.3868234174290025,0.9650298171776046,0.5526315789473685,0.5726281768098929,2024
laliga,ENS_diverse5_mean,0.39050949333762996,0.9769835360250265,0.5368421052631579,0.5789938788601441,2024
laliga,elo,0.4047742664689306,0.9888134472301495,0.5157894736842106,0.5833145347404584,2025
laliga,elo_mov,0.40640017962278496,0.9905684421083519,0.5157894736842106,0.5859264407994836,2025
laliga,elo_gd,0.4055851353242162,0.9895311293763476,0.5184210526315789,0.5849173289373235,2025
laliga,glicko,0.40457155335639733,0.9877340539370418,0.5289473684210526,0.5868380921416642,2025
laliga,pi_rating,0.4013389214223172,0.9822417373700565,0.5210526315789473,0.5810542236447883,2025
laliga,massey,0.39757097998725927,0.9756606677549323,0.531578947368421,0.5772979685194662,2025
laliga,colley,0.4006178777821988,0.9797685441778933,0.5157894736842106,0.5811611270048233,2025
laliga,davidson,0.405349826179666,0.9867516587084952,0.5157894736842106,0.5854331082513508,2025
laliga,kalman,0.41322927333287457,0.9992079965673132,0.5263157894736842,0.5951812952039819,2025
laliga,bayes_hier,0.3986372413389223,0.9779468808489774,0.5342105263157895,0.579279116091065,2025
laliga,points_per_game,0.41939722124406736,1.0090352389379296,0.4921052631578947,0.6007756248823666,2025
laliga,goal_diff_pg,0.4125443207282697,0.9987851268528193,0.5131578947368421,0.5942820786991024,2025
laliga,form_last5,0.4327824802524614,1.0270658376859412,0.4631578947368421,0.6165754741377384,2025
laliga,head_to_head,0.4367854651657467,1.0350926650530161,0.4921052631578947,0.6214425787216197,2025
laliga,lambda_gap,0.4078391017019258,0.991151533033502,0.5184210526315789,0.5885787148295106,2025
laliga,shots_gap,0.4124265681574101,0.9954815899067609,0.5131578947368421,0.593638788447349,2025
laliga,sot_gap,0.40617852923400366,0.9894374891702981,0.5236842105263158,0.5873297950680566,2025
laliga,poisson,0.40746583181948137,0.9896599659270782,0.531578947368421,0.5886034484981999,2025
laliga,dixon_coles,0.4074679515766929,0.9896974627284164,0.5289473684210526,0.5886131379560988,2025
laliga,dixon_coles_decay,0.42055673818337413,1.0097521778415715,0.5052631578947369,0.6037869154786697,2025
laliga,bivariate_poisson,0.40782792524958944,0.9903202503986832,0.5289473684210526,0.5890493424982319,2025
laliga,negative_binomial,0.40763561602104903,0.9899739719031841,0.531578947368421,0.5888066932612112,2025
laliga,zero_infl_poisson,0.407461553516866,0.989660408233145,0.531578947368421,0.58861665703368,2025
laliga,skellam,0.4074686191433721,0.9896607669737814,0.531578947368421,0.5886043705150702,2025
laliga,poisson_shots,0.41570151417159174,1.0026345019899294,0.5157894736842106,0.597725127528579,2025
laliga,poisson_sot,0.40835263779827125,0.9919224927672893,0.5263157894736842,0.5901740495030597,2025
laliga,ML_multinomial_logistic,0.395061544055291,0.9658726329025941,0.5236842105263158,0.5695659814838464,2025
laliga,ML_logistic_L1,0.3951121236795519,0.9650790010509955,0.5394736842105263,0.5701515261954673,2025
laliga,ML_random_forest,0.39586982731892884,0.9683942290793299,0.5421052631578948,0.5727633944334954,2025
laliga,ML_extra_trees,0.39667192509321425,0.9697843152226919,0.5210526315789473,0.5746825537713195,2025
laliga,ML_hist_gbm,0.4402401858337431,1.0749872316866547,0.5052631578947369,0.6219833606088713,2025
laliga,ML_kNN,0.3955255847953216,0.9733271810564753,0.5184210526315789,0.5752909356725147,2025
laliga,ML_naive_bayes,0.5952499687955491,3.2997915752159304,0.46842105263157896,0.8460384831284222,2025
laliga,ML_svm_rbf,0.41350236383989886,0.9998714489585089,0.5394736842105263,0.5956643314554734,2025
laliga,ML_neural_net,0.4081911685568529,0.9915373211204266,0.5,0.5896308746567893,2025
laliga,BASE_rates,0.4470029376926826,1.0495239684182804,0.48947368421052634,0.6322323385532517,2025
laliga,BASE_always_home,0.751078947368421,2.3609492622177584,0.48947368421052634,0.9910210526315788,2025
laliga,MARKET_closing_line,0.41957325137864837,1.0066230295896152,0.5078947368421053,0.6002222993788959,2025
laliga,ENS_mean_prob,0.39777362699919194,0.9725206741591985,0.5289473684210526,0.5765007198858235,2025
laliga,ENS_logit_mean,0.40013533084059744,0.9734347497251991,0.5184210526315789,0.5772481084009314,2025
laliga,ENS_diverse5_mean,0.3972085562403841,0.9683713937251729,0.531578947368421,0.5734403071086728,2025
laliga,ENS_market_x_model_50,0.40026329224819446,0.9770561868954883,0.5184210526315789,0.5785679265112279,2025
laliga,ENS_market_x_model_75,0.40752052209806416,0.9885122041933073,0.5105263157894737,0.5868532936003905,2025
