league,market,model,auc_discover,auc_confirm,logloss_confirm
seriea,sh1,logistic,0.7798517169614985,0.7810365815845527,0.5478298329246134
seriea,sh1,logistic L1,0.7798634414487383,0.7811996056279698,0.5476906150418067
seriea,sh1,gaussian NB,0.7570947630991489,0.7625920194574353,1.6609865199467713
seriea,sh1,kNN (k=150),0.7723778391190689,0.7725858987139199,0.5564583596175904
seriea,sh1,random forest,0.7793936343482785,0.7818961629043877,0.5476408763021144
seriea,sh1,extra trees,0.7781279414669457,0.7809704021551137,0.5496405264111959
seriea,sh1,hist-GBM,0.7818233963936029,0.7832764376917598,0.5458557608153559
seriea,sh1,gradient boosting,0.7812048952079124,0.7828165623686144,0.5476863597943107
seriea,sh1,"MLP (32,16)",0.7743195521411397,0.7770694355393234,0.5511671411883957
seriea,sh1,own-rate baseline,,0.7479275047718852,0.6037925465052524
seriea,sh2,logistic,0.8015742449159973,0.8107294043176093,0.42876228774926856
seriea,sh2,logistic L1,0.8015682269375779,0.8107841327196719,0.42873081608697416
seriea,sh2,gaussian NB,0.7842059224090395,0.7913458948046639,2.5327136283244633
seriea,sh2,kNN (k=150),0.7952178037426584,0.802542468674819,0.434942976937659
seriea,sh2,random forest,0.8039714386744219,0.8122023613280257,0.42681496798840673
seriea,sh2,extra trees,0.8041798354432333,0.8121300181046452,0.428366613162439
seriea,sh2,hist-GBM,0.8046707860052494,0.813245544957357,0.4253489116526123
seriea,sh2,gradient boosting,0.8045395067179567,0.8131264329704241,0.4260271750793638
seriea,sh2,"MLP (32,16)",0.8017033402595088,0.8099705540473584,0.4277784882346902
seriea,sh2,own-rate baseline,,0.7861916756310722,0.45755219149707765
seriea,sh3,logistic,0.8488010396902526,0.843235417334089,0.2638082342945542
seriea,sh3,logistic L1,0.8488367115553704,0.8434056320475404,0.26371229247148026
seriea,sh3,gaussian NB,0.8260360266555602,0.8219121959634293,2.308453577302946
seriea,sh3,kNN (k=150),0.8382155583321764,0.8377300186936945,0.266680014796677
seriea,sh3,random forest,0.8488640921221097,0.8462081020091321,0.2608424614661538
seriea,sh3,extra trees,0.8468853641229734,0.8447513316176911,0.26255707650367865
seriea,sh3,hist-GBM,0.8483396192944298,0.8456010850087836,0.2611373904218621
seriea,sh3,gradient boosting,0.8456498642540916,0.8435261201254696,0.26314121864332707
seriea,sh3,"MLP (32,16)",0.8464333919508846,0.8397621218575406,0.2655848281437699
seriea,sh3,own-rate baseline,,0.8158185268242194,0.2805341692611112
seriea,sot1,logistic,0.7535024590348007,0.7522200865872226,0.4677214195495559
seriea,sot1,logistic L1,0.7535547587500967,0.752311148071671,0.46769799088107333
seriea,sot1,gaussian NB,0.7379251784702833,0.7394618408701034,1.5730149455993139
seriea,sot1,kNN (k=150),0.7470897054897234,0.7419931412375967,0.4746289934750913
seriea,sot1,random forest,0.7536950896655663,0.7542589522744766,0.4662883173986741
seriea,sot1,extra trees,0.7530459344207482,0.7541578255998805,0.46651978221686335
seriea,sot1,hist-GBM,0.7553753677323731,0.7520614174104621,0.46829994014647347
seriea,sot1,gradient boosting,0.7552970179680463,0.7495243248109026,0.469777681157993
seriea,sot1,"MLP (32,16)",0.7502901186973977,0.7496134872028704,0.4692480213750305
seriea,sot1,own-rate baseline,,0.7358709418530167,0.4874659872484622
seriea,sot2,logistic,0.8265116996379953,0.8329896847338708,0.17548966896627397
seriea,sot2,logistic L1,0.826367785824529,0.8327631670654927,0.17553943762117066
seriea,sot2,gaussian NB,0.8139444159656319,0.8186964843941588,2.233461506930648
seriea,sot2,kNN (k=150),0.8133953233164561,0.8077455490246188,0.18626110630932238
seriea,sot2,random forest,0.8305856895751291,0.8360254086998273,0.1741227747090437
seriea,sot2,extra trees,0.8300496799999049,0.8322830270504689,0.17564935880113175
seriea,sot2,hist-GBM,0.8266972414140344,0.8273783709830221,0.17735339584871304
seriea,sot2,gradient boosting,0.8259023455572855,0.8278478627315836,0.17717923178573805
seriea,sot2,"MLP (32,16)",0.8251764331813715,0.8171857212554887,0.18059506010322543
seriea,sot2,own-rate baseline,,0.800338711675921,0.18406188570002793
seriea,goal1,logistic,0.7639998489768179,0.75280554030865,0.25820374660467965
seriea,goal1,logistic L1,0.7637093514442702,0.7531021419818169,0.25800496225838127
seriea,goal1,gaussian NB,0.752769720740369,0.7456337908282514,2.8704442283985983
seriea,goal1,kNN (k=150),0.7585086016585899,0.7379336647725403,0.2628082637344222
seriea,goal1,random forest,0.7703630330785187,0.7569608156721516,0.2557906012317909
seriea,goal1,extra trees,0.7689094349512062,0.7586142822480827,0.25567785584872454
seriea,goal1,hist-GBM,0.7645851748537518,0.7535581231783238,0.257587238583556
seriea,goal1,gradient boosting,0.7657835882219686,0.7373926738509208,0.26642532425333143
seriea,goal1,"MLP (32,16)",0.758069968151876,0.7424126352312769,0.2627547769525468
seriea,goal1,own-rate baseline,,0.7300240308781647,0.2656765463928379
seriea,asst1,logistic,0.6919569812230293,0.6940071909605215,0.20430036568871926
seriea,asst1,logistic L1,0.6926948383029808,0.6948118143070365,0.20426506285629592
seriea,asst1,gaussian NB,0.6593868341035398,0.6567798973672467,0.929461788571379
seriea,asst1,kNN (k=150),0.6826174545639951,0.6792553355183185,0.20944802580487465
seriea,asst1,random forest,0.6883728556662325,0.6879067996122421,0.2046803887459994
seriea,asst1,extra trees,0.684713409009794,0.6911634404796709,0.20474473847518976
seriea,asst1,hist-GBM,0.6833638576917906,0.6829822482779137,0.2055902971984491
seriea,asst1,gradient boosting,0.6885631862910964,0.6818269245564634,0.20830151907648292
seriea,asst1,"MLP (32,16)",0.55134929059112,0.5933020075192212,0.24508672108070267
seriea,asst1,own-rate baseline,,0.6539877581847184,0.2109710337326868
seriea,ga1,logistic,0.7293440408260163,0.7295238050452453,0.3547991163632863
seriea,ga1,logistic L1,0.7294288673046301,0.7300676776829409,0.3546157172165495
seriea,ga1,gaussian NB,0.7057236381792025,0.7079611139146457,1.4187267674133068
seriea,ga1,kNN (k=150),0.7263112807261146,0.7221916641856121,0.3599751553154734
seriea,ga1,random forest,0.7334746348903262,0.7337685392089408,0.3522605987504479
seriea,ga1,extra trees,0.7299879250361652,0.7324070207036045,0.3530278326808577
seriea,ga1,hist-GBM,0.7283854019892663,0.729414912955396,0.35390711903462646
seriea,ga1,gradient boosting,0.7314805721745239,0.7252778952584475,0.356152589049312
seriea,ga1,"MLP (32,16)",0.7200770326900754,0.7214081848643816,0.35893475590052004
seriea,ga1,own-rate baseline,,0.7057407292566447,0.3648799642181905
seriea,card1,logistic,0.620005263800365,0.6117696353364616,0.3970990121081034
seriea,card1,logistic L1,0.6207588480885561,0.611904578308881,0.39701601259694647
seriea,card1,gaussian NB,0.6057732459232007,0.6086611275789416,0.6322008954924838
seriea,card1,kNN (k=150),0.6117475887772389,0.6039622205036208,0.39865085418050644
seriea,card1,random forest,0.6214888652276593,0.6160002109192678,0.3965329927479712
seriea,card1,extra trees,0.627534897373533,0.6261689860226296,0.3956306963978716
seriea,card1,hist-GBM,0.6209405409295758,0.6161166559317075,0.3966569786537592
seriea,card1,gradient boosting,0.6280787058107135,0.6118390912781481,0.3966787531902128
seriea,card1,"MLP (32,16)",0.5493234323083035,0.5453989549290472,0.4264166517608106
seriea,card1,own-rate baseline,,0.5972558240933307,0.4027872926098811
seriea,foul2,logistic,0.6767174440890712,0.6648742817897046,0.5307615915755143
seriea,foul2,logistic L1,0.6764899867863527,0.6649696758102099,0.5307128643978822
seriea,foul2,gaussian NB,0.6284319930955581,0.6312243496323098,5.819339351722783
seriea,foul2,kNN (k=150),0.6347159725949785,0.633937480769112,0.5402649416893559
seriea,foul2,random forest,0.6678785777845507,0.6618868267205529,0.5324666983092898
seriea,foul2,extra trees,0.661306551713342,0.6576751190000731,0.5349594814285631
seriea,foul2,hist-GBM,0.66662058424464,0.6611294493331675,0.5327886836597797
seriea,foul2,gradient boosting,0.6692310622935014,0.6635999516858381,0.5325324194687133
seriea,foul2,"MLP (32,16)",0.6556864137074899,0.6471480978943666,0.5438477689734424
seriea,foul2,own-rate baseline,,0.649826933029342,0.5605710587553168
