game_id,season,week,top1_id,top1_p,top1_conf,top1_hit,top2_hit,vol_top1_hit,n_scorers,n_scorers_covered,recall_at2,recall_at3
2022_17_IND_NYG,2022,17,3929630,0.5718864086279589,95.5,0,1,0,4,4,0.25,0.5
2022_17_JAX_HOU,2022,17,4239996,0.3593772126526741,80.9,1,1,1,3,3,0.3333333333333333,0.3333333333333333
2022_17_LA_LAC,2022,17,3068267,0.5083809485668156,100.0,1,1,1,4,3,0.25,0.25
2022_17_MIA_NE,2022,17,3116406,0.4731375079499188,70.8,1,1,0,5,5,0.2,0.2
2022_17_MIN_GB,2022,17,3116593,0.4924747930890684,73.3,0,0,0,5,4,0.0,0.2
2022_17_NO_PHI,2022,17,4045163,0.4926447509781088,77.5,0,0,0,2,2,0.0,0.0
2022_17_NYJ_SEA,2022,17,4567048,0.28320756969873995,56.2,0,0,0,2,1,0.0,0.0
2022_17_PIT_BAL,2022,17,4241457,0.2708369731344993,87.4,1,1,1,2,2,0.5,0.5
2022_17_SF_LV,2022,17,3117251,0.44594904595898865,93.6,1,1,1,7,7,0.2857142857142857,0.42857142857142855
2022_18_KC_LV,2022,18,4047365,0.5042634542701944,62.0,0,0,0,5,5,0.0,0.0
2022_18_TEN_JAX,2022,18,4239996,0.4118708095531347,58.6,0,0,0,2,2,0.0,0.0
2022_18_ARI_SF,2022,18,3117251,0.47888503976996555,68.9,1,1,1,5,5,0.2,0.4
2022_18_BAL_CIN,2022,18,4362628,0.3644969746241603,78.5,1,1,1,3,3,0.3333333333333333,0.6666666666666666
2022_18_CAR_NO,2022,18,2468609,0.3745983543605751,65.5,0,0,0,1,1,0.0,0.0
2022_18_CLE_PIT,2022,18,4241457,0.33371529717525883,57.1,1,1,1,5,4,0.2,0.4
2022_18_DAL_WAS,2022,18,3051392,0.4349008502837277,63.2,0,0,0,3,1,0.0,0.3333333333333333
2022_18_DET_GB,2022,18,4239934,0.4840390913795579,65.6,0,0,0,2,2,0.0,0.5
2022_18_HOU_IND,2022,18,4035676,0.29968623600005195,50.0,1,1,0,5,5,0.2,0.4
2022_18_LAC_DEN,2022,18,3068267,0.542219230025804,91.3,0,1,0,6,5,0.16666666666666666,0.16666666666666666
2022_18_LA_SEA,2022,18,4047650,0.4100628233839092,50.2,0,1,0,2,1,0.5,0.5
2022_18_MIN_CHI,2022,18,3116593,0.4869423759745224,71.7,0,0,0,4,4,0.0,0.0
2022_18_NE_BUF,2022,18,4243537,0.4772977784749799,51.5,0,1,0,5,4,0.2,0.4
2022_18_NYG_PHI,2022,18,3049916,0.5082187623349594,54.6,0,0,0,3,3,0.0,0.0
2022_18_NYJ_MIA,2022,18,3116406,0.3575862833626836,50.1,0,0,0,0,0,,
2022_18_TB_ATL,2022,18,15807,0.3825816624783269,82.0,1,1,0,5,5,0.2,0.2
2022_19_LAC_JAX,2022,19,3068267,0.47861702919857274,80.6,1,1,1,6,6,0.16666666666666666,0.3333333333333333
2022_19_SEA_SF,2022,19,3117251,0.39153681482999114,69.9,1,1,1,6,6,0.3333333333333333,0.5
2022_19_BAL_CIN,2022,19,4362628,0.38338348445306913,63.7,1,1,0,4,4,0.25,0.25
2022_19_MIA_BUF,2022,19,4243537,0.4258102605673635,56.1,1,1,1,6,6,0.16666666666666666,0.16666666666666666
2022_19_NYG_MIN,2022,19,3929630,0.48313066667064497,73.7,1,1,1,6,6,0.16666666666666666,0.16666666666666666
2022_19_DAL_TB,2022,19,3051392,0.4118665129939012,53.1,0,1,0,6,6,0.16666666666666666,0.16666666666666666
2022_20_JAX_KC,2022,20,4361529,0.473503911556042,66.8,0,1,1,4,4,0.25,0.5
2022_20_NYG_PHI,2022,20,3929630,0.42893335176725667,69.2,0,1,0,6,6,0.16666666666666666,0.16666666666666666
2022_20_CIN_BUF,2022,20,4243537,0.44953535587002347,47.8,0,1,1,4,4,0.25,0.5
2022_20_DAL_SF,2022,20,3117256,0.4279967962997413,43.1,1,1,1,2,2,0.5,0.5
2022_21_CIN_KC,2022,21,15847,0.4139425424376143,45.2,1,1,0,4,4,0.25,0.25
2022_21_SF_PHI,2022,21,3117251,0.5352583980008553,69.1,1,1,1,4,4,0.25,0.25
2022_22_KC_PHI,2022,22,4040715,0.4450469860413223,63.7,1,1,0,6,6,0.3333333333333333,0.5
2023_01_DET_KC,2023,1,4035538,0.7501085922924766,94.3,1,1,1,4,3,0.5,0.5
2023_01_ARI_WAS,2023,1,3045147,0.5051373230186078,100.0,0,0,0,2,0,0.0,0.0
2023_01_CAR_ATL,2023,1,4373626,0.4885946286871199,76.4,1,1,1,3,2,0.3333333333333333,0.3333333333333333
2023_01_CIN_CLE,2023,1,3116385,0.4728879161784072,91.3,0,0,0,2,2,0.0,0.0
2023_01_DAL_NYG,2023,1,3916148,0.5601092354759243,72.1,1,1,0,2,1,0.5,0.5
2023_01_GB_CHI,2023,1,3042519,0.6470252181373942,52.8,1,1,1,4,3,0.25,0.5
2023_01_HOU_BAL,2023,1,4241985,0.31735322170097036,55.3,1,1,0,2,2,0.5,0.5
2023_01_JAX_IND,2023,1,3895856,0.45197091545790513,52.3,0,1,1,6,4,0.16666666666666666,0.3333333333333333
2023_01_LA_SEA,2023,1,4047650,0.44232656325145836,58.4,1,1,0,3,1,0.3333333333333333,0.3333333333333333
2023_01_LV_DEN,2023,1,16800,0.5650436210057801,57.7,0,0,0,3,3,0.0,0.0
2023_01_MIA_LAC,2023,1,3068267,0.5879844437196426,88.8,1,1,1,7,7,0.2857142857142857,0.42857142857142855
2023_01_PHI_NE,2023,1,4047646,0.36675689152913826,43.9,0,0,0,3,3,0.0,0.3333333333333333
2023_01_SF_PIT,2023,1,4241457,0.5525977831710907,100.0,0,0,0,3,3,0.0,0.0
2023_01_TB_MIN,2023,1,4262921,0.5720785439137263,51.0,0,1,0,4,2,0.25,0.25
2023_01_TEN_NO,2023,1,3043078,0.3208021168360593,62.0,0,0,0,1,1,0.0,0.0
2023_01_BUF_NYJ,2023,1,4243537,0.2801399305503498,52.6,0,0,0,2,2,0.0,0.5
2023_02_MIN_PHI,2023,2,4040715,0.45406962483924407,54.7,1,1,0,6,6,0.16666666666666666,0.16666666666666666
2023_02_BAL_CIN,2023,2,3116385,0.2879052128875521,62.8,0,1,0,4,4,0.25,0.25
2023_02_CHI_TB,2023,2,16737,0.5679315579219842,71.1,1,1,1,4,4,0.25,0.25
2023_02_GB_ATL,2023,2,4373626,0.5129612906045874,54.9,0,0,0,4,4,0.0,0.0
2023_02_IND_HOU,2023,2,4429084,0.5105215660903171,48.9,1,1,0,5,5,0.4,0.4
2023_02_KC_JAX,2023,2,4239996,0.49582671834835823,76.9,0,1,0,2,2,0.5,0.5
2023_02_LAC_TEN,2023,2,3910544,0.3991467340285918,61.2,0,0,1,4,4,0.0,0.25
2023_02_LV_BUF,2023,2,16800,0.5137513996717248,86.4,1,1,0,6,6,0.16666666666666666,0.16666666666666666
2023_02_MIA_NE,2023,2,3116406,0.5143681349477577,83.2,1,1,1,4,4,0.25,0.5
2023_02_NYG_ARI,2023,2,3045147,0.6160398728458865,100.0,1,1,1,6,6,0.3333333333333333,0.5
2023_02_NYJ_DAL,2023,2,4241389,0.3311067381460655,52.6,0,0,0,3,2,0.0,0.0
2023_02_SEA_DET,2023,2,4035538,0.3660682573421583,52.1,1,1,1,5,5,0.2,0.2
2023_02_SF_LA,2023,2,3117251,0.463131014671025,72.7,1,1,1,4,3,0.5,0.5
2023_02_WAS_DEN,2023,2,4361579,0.2942277096550894,57.6,0,0,0,6,2,0.0,0.0
2023_02_CLE_PIT,2023,2,4241457,0.3777355746825609,82.5,0,0,0,3,3,0.0,0.0
2023_02_NO_CAR,2023,2,2980453,0.2897165117748266,59.4,0,0,0,2,2,0.0,0.0
2023_03_NYG_SF,2023,3,3117251,0.5545256876443975,74.7,1,1,1,4,3,0.5,0.5
2023_03_ATL_DET,2023,3,4374302,0.5352241431565616,65.7,0,0,0,2,2,0.0,0.0
2023_03_BUF_WAS,2023,3,4243537,0.3596766047434393,46.6,1,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_03_CAR_SEA,2023,3,4567048,0.5430525868654965,99.7,1,1,1,5,4,0.2,0.2
2023_03_CHI_KC,2023,3,15847,0.4683670146700084,73.8,1,1,1,5,5,0.2,0.2
2023_03_DAL_ARI,2023,3,3916148,0.5817235721431525,89.5,0,0,1,4,4,0.0,0.25
2023_03_DEN_MIA,2023,3,4361579,0.4446705124482999,57.2,0,1,0,5,5,0.2,0.2
2023_03_HOU_JAX,2023,3,4429013,0.4416114721266111,24.6,1,1,1,5,5,0.2,0.2
2023_03_IND_BAL,2023,3,4035676,0.35285858029965433,56.7,1,1,1,2,2,0.5,0.5
2023_03_LAC_MIN,2023,3,3910544,0.5927729629656773,77.6,0,1,0,6,6,0.16666666666666666,0.16666666666666666
2023_03_NE_NYJ,2023,3,3046439,0.28038129166085735,43.1,0,0,0,2,1,0.0,0.0
2023_03_NO_GB,2023,3,2468609,0.4293101146214292,72.8,0,0,0,3,2,0.0,0.0
2023_03_PIT_LV,2023,3,16800,0.4476440062623813,44.6,1,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_03_TEN_CLE,2023,3,3043078,0.371301032747937,73.8,0,1,0,2,2,0.5,0.5
2023_03_LA_CIN,2023,3,3116385,0.42039396797567896,86.7,1,1,1,2,1,0.5,0.5
2023_03_PHI_TB,2023,3,16737,0.6002384468976409,67.8,1,1,0,3,3,0.6666666666666666,0.6666666666666666
2023_04_DET_GB,2023,4,4035538,0.44870457863021407,83.8,1,1,1,4,4,0.25,0.5
2023_04_ARI_SF,2023,4,3045147,0.5802720504770312,81.4,0,1,1,3,3,0.3333333333333333,0.3333333333333333
2023_04_ATL_JAX,2023,4,3895856,0.3621983052202461,55.2,0,0,0,2,2,0.0,0.0
2023_04_BAL_CLE,2023,4,2976499,0.25894529311927217,71.2,0,0,0,2,2,0.0,0.0
2023_04_CIN_TEN,2023,4,3116385,0.3421927047099337,59.5,0,0,1,3,2,0.0,0.3333333333333333
2023_04_DEN_CHI,2023,4,4361579,0.41755291699236485,56.3,0,0,0,6,6,0.0,0.0
2023_04_KC_NYJ,2023,4,15847,0.4029808314894885,86.0,0,0,1,4,4,0.0,0.0
2023_04_LA_IND,2023,4,4429084,0.4629195979295687,55.8,1,1,0,5,3,0.2,0.2
2023_04_LV_LAC,2023,4,16800,0.6153161031376468,62.2,0,1,1,4,3,0.25,0.25
2023_04_MIA_BUF,2023,4,2576414,0.41326588387389485,56.7,0,0,0,6,6,0.0,0.16666666666666666
2023_04_MIN_CAR,2023,4,16460,0.46279494327597515,61.2,0,1,0,1,1,1.0,1.0
2023_04_NE_DAL,2023,4,3916148,0.349963938399491,73.9,0,1,0,2,2,0.5,0.5
2023_04_PIT_HOU,2023,4,4241457,0.36999850466437856,68.6,0,1,0,2,2,0.5,0.5
2023_04_TB_NO,2023,4,16737,0.3334395985112907,51.0,0,0,0,3,3,0.0,0.0
2023_04_WAS_PHI,2023,4,4040715,0.5072417222628214,71.1,0,1,1,5,2,0.2,0.2
2023_04_SEA_NYG,2023,4,4567048,0.6369685949552313,100.0,1,1,1,2,2,0.5,1.0
2023_05_CHI_WAS,2023,5,3915416,0.33957513500918,40.4,1,1,0,4,2,0.5,0.5
2023_05_BAL_PIT,2023,5,3116365,0.3287769299011244,56.6,0,0,0,2,2,0.0,0.0
2023_05_CAR_DET,2023,5,4035538,0.6359223481534029,100.0,1,1,1,8,8,0.125,0.25
2023_05_CIN_ARI,2023,5,3116385,0.49533133846129485,57.2,0,0,0,3,3,0.0,0.3333333333333333
2023_05_DAL_SF,2023,5,3117251,0.41318248551989045,79.6,1,1,1,5,5,0.2,0.2
2023_05_HOU_ATL,2023,5,15807,0.3422119711839601,48.4,0,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_05_JAX_BUF,2023,5,2976212,0.4053273989145775,48.4,1,1,1,5,5,0.4,0.4
2023_05_KC_MIN,2023,5,15847,0.4375133473783287,58.8,1,1,0,5,5,0.2,0.4
2023_05_NO_NE,2023,5,3046439,0.24161837277384912,46.0,0,0,1,3,3,0.0,0.3333333333333333
2023_05_NYG_MIA,2023,5,4429160,0.697212230264892,33.8,1,1,1,4,4,0.5,0.75
2023_05_NYJ_DEN,2023,5,3128390,0.35881838027615864,45.0,0,0,0,3,3,0.0,0.3333333333333333
2023_05_PHI_LA,2023,5,4040715,0.49908225140655826,64.5,1,1,0,4,2,0.25,0.25
2023_05_TEN_IND,2023,5,3043078,0.43600639837310806,97.1,0,0,0,2,2,0.0,0.0
2023_05_GB_LV,2023,5,4047365,0.5357032188175226,77.4,1,1,1,3,3,0.6666666666666666,0.6666666666666666
2023_06_DEN_KC,2023,6,15847,0.5067543480021008,61.0,0,0,0,2,2,0.0,0.0
2023_06_ARI_LA,2023,6,4362478,0.27418422723299074,39.9,0,0,0,2,0,0.0,0.0
2023_06_BAL_TEN,2023,6,3051926,0.34351581240194096,53.9,0,0,1,2,2,0.0,0.0
2023_06_CAR_MIA,2023,6,2576414,0.7520887477321572,83.1,1,1,1,6,6,0.3333333333333333,0.5
2023_06_DET_TB,2023,6,4035538,0.5626550744132688,68.4,0,0,0,2,2,0.0,0.5
2023_06_IND_JAX,2023,6,4242335,0.37346698748550367,58.2,0,1,1,5,5,0.2,0.4
2023_06_MIN_CHI,2023,6,4429205,0.47048444473697193,35.5,1,1,0,2,1,0.5,0.5
2023_06_NE_LV,2023,6,4047365,0.4274109540664973,60.1,0,0,0,3,3,0.0,0.3333333333333333
2023_06_NO_HOU,2023,6,3054850,0.3359319105276204,60.7,0,0,0,3,3,0.0,0.3333333333333333
2023_06_NYG_BUF,2023,6,2976212,0.4181359543016061,43.9,0,0,0,2,2,0.0,0.0
2023_06_PHI_NYJ,2023,6,4047646,0.3248001823155967,72.7,0,1,1,3,3,0.3333333333333333,0.3333333333333333
2023_06_SEA_CIN,2023,6,4567048,0.508999975670467,84.1,1,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_06_SF_CLE,2023,6,3117251,0.5460846101793448,89.9,1,1,1,3,3,0.3333333333333333,0.3333333333333333
2023_06_WAS_ATL,2023,6,15807,0.28599306635301913,48.3,0,0,0,5,2,0.0,0.0
2023_06_DAL_LAC,2023,6,3068267,0.6302652594631291,91.2,0,0,0,4,4,0.0,0.25
2023_07_JAX_NO,2023,7,3895856,0.35876488143003926,60.0,1,1,0,4,4,0.25,0.25
2023_07_ARI_SEA,2023,7,4567048,0.5919944296806146,100.0,0,0,0,3,2,0.0,0.0
2023_07_ATL_TB,2023,7,16737,0.3175842294035097,59.2,1,1,0,2,2,0.5,0.5
2023_07_BUF_NE,2023,7,2976212,0.40344371124803435,58.7,1,1,0,6,6,0.16666666666666666,0.16666666666666666
2023_07_CLE_IND,2023,7,4035676,0.45801782623696163,55.2,0,1,0,6,5,0.16666666666666666,0.3333333333333333
2023_07_DET_BAL,2023,7,4429795,0.28602647390983627,43.9,1,1,1,5,5,0.2,0.4
2023_07_GB_DEN,2023,7,4248528,0.3302127626448539,43.1,0,0,0,3,3,0.0,0.0
2023_07_LAC_KC,2023,7,3068267,0.39927076001081585,66.5,0,1,0,6,6,0.16666666666666666,0.16666666666666666
2023_07_LV_CHI,2023,7,16800,0.3657333089291329,45.4,0,0,0,2,2,0.0,0.5
2023_07_MIA_PHI,2023,7,2576414,0.4828841354254787,67.0,0,1,0,5,5,0.2,0.2
2023_07_PIT_LA,2023,7,4241457,0.19579471887730737,64.5,1,1,1,5,3,0.2,0.2
2023_07_WAS_NYG,2023,7,3929630,0.2363135756043262,94.5,1,1,1,3,2,0.3333333333333333,0.3333333333333333
2023_07_SF_MIN,2023,7,3117251,0.6489999180663493,100.0,1,1,1,2,2,0.5,0.5
2023_08_TB_BUF,2023,8,2976212,0.4548936926299125,63.5,0,1,0,5,5,0.2,0.4
2023_08_ATL_TEN,2023,8,15807,0.1932731750471377,52.9,0,0,0,4,4,0.0,0.0
2023_08_BAL_ARI,2023,8,3116365,0.33019333464957057,42.7,1,1,1,5,5,0.4,0.4
2023_08_CHI_LAC,2023,8,3068267,0.43209917193620206,67.5,1,1,1,5,5,0.2,0.2
2023_08_CIN_SF,2023,8,3117251,0.5790267453287687,100.0,1,1,1,5,5,0.4,0.4
2023_08_CLE_SEA,2023,8,4567048,0.6084303697437675,100.0,0,0,0,5,5,0.0,0.2
2023_08_HOU_CAR,2023,8,3117256,0.49877356050801114,67.5,0,0,0,3,3,0.0,0.0
2023_08_JAX_PIT,2023,8,4241457,0.3301171970044099,54.5,0,1,1,2,2,0.5,0.5
2023_08_KC_DEN,2023,8,15847,0.47209852930005203,87.7,0,0,0,3,3,0.0,0.3333333333333333
2023_08_LA_DAL,2023,8,3916148,0.41838953098644394,100.0,0,0,0,5,3,0.0,0.2
2023_08_MIN_GB,2023,8,4429205,0.3875471453328313,57.8,1,1,0,4,4,0.25,0.25
2023_08_NE_MIA,2023,8,2576414,0.5282880026819341,73.3,1,1,0,6,6,0.3333333333333333,0.3333333333333333
2023_08_NO_IND,2023,8,4242335,0.4778276827316673,61.9,0,1,1,6,6,0.16666666666666666,0.16666666666666666
2023_08_NYJ_NYG,2023,8,4427366,0.3080294749964877,65.1,1,1,0,2,1,0.5,0.5
2023_08_PHI_WAS,2023,8,4047646,0.42684400017450563,76.6,1,1,1,8,4,0.25,0.375
2023_08_LV_DET,2023,8,4429795,0.6264833485281518,88.4,1,1,1,3,3,0.3333333333333333,0.6666666666666666
2023_09_TEN_PIT,2023,9,4241457,0.30603844981614825,59.5,1,1,1,3,3,0.3333333333333333,0.6666666666666666
2023_09_ARI_CLE,2023,9,4046676,0.4336157382755964,46.9,0,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_09_BUF_CIN,2023,9,4362628,0.465954412444184,75.6,0,1,1,5,4,0.2,0.2
2023_09_CHI_NO,2023,9,3125116,0.3409140077901123,61.7,0,0,0,4,4,0.0,0.0
2023_09_DAL_PHI,2023,9,4047646,0.43654856915836493,74.9,1,1,0,7,7,0.14285714285714285,0.2857142857142857
2023_09_IND_CAR,2023,9,4242335,0.6569378119215141,59.6,1,1,0,2,2,0.5,0.5
2023_09_LA_GB,2023,9,4248528,0.29674936235158944,42.4,0,1,0,2,2,0.5,0.5
2023_09_MIA_KC,2023,9,3116406,0.5438176036547264,72.7,0,0,0,4,4,0.0,0.25
2023_09_MIN_ATL,2023,9,4429205,0.5130621716927402,72.6,0,0,1,5,5,0.0,0.0
2023_09_NYG_LV,2023,9,3929630,0.30137409679687666,57.6,0,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_09_SEA_BAL,2023,9,4567048,0.4531706656205853,67.7,0,1,0,3,2,0.3333333333333333,0.3333333333333333
2023_09_TB_HOU,2023,9,16737,0.33455293128554486,44.8,0,1,1,6,6,0.16666666666666666,0.16666666666666666
2023_09_WAS_NE,2023,9,3046439,0.410788550830423,66.5,1,1,1,4,2,0.5,0.5
2023_09_LAC_NYJ,2023,9,3068267,0.44945876524158623,80.5,1,1,1,1,1,1.0,1.0
2023_10_CAR_CHI,2023,10,16460,0.4961567149861016,65.4,0,1,1,1,1,1.0,1.0
2023_10_ATL_ARI,2023,10,4430807,0.3209597339316429,56.3,1,1,0,5,4,0.2,0.2
2023_10_CLE_BAL,2023,10,3051926,0.5315326001748198,90.0,1,1,0,5,5,0.2,0.4
2023_10_DET_LAC,2023,10,3068267,0.5874464808089148,88.1,1,1,1,8,8,0.25,0.375
2023_10_GB_PIT,2023,10,4241457,0.3359593420487179,83.7,1,1,1,4,4,0.25,0.25
2023_10_HOU_CIN,2023,10,3116385,0.4552122799216217,66.3,1,1,1,6,6,0.3333333333333333,0.3333333333333333
2023_10_IND_NE,2023,10,3051392,0.4422246892949082,52.6,0,0,1,1,1,0.0,1.0
2023_10_NO_MIN,2023,10,4429205,0.5292714587988455,70.2,0,1,0,5,4,0.2,0.2
2023_10_NYG_DAL,2023,10,4241389,0.33576370581304893,50.4,1,1,0,8,8,0.125,0.125
2023_10_NYJ_LV,2023,10,4047365,0.5810830118821133,100.0,0,0,0,1,1,0.0,0.0
2023_10_SF_JAX,2023,10,3117251,0.4071071393347092,58.1,0,0,0,4,4,0.0,0.0
2023_10_TEN_TB,2023,10,15795,0.42921903074628454,60.5,0,1,0,2,2,0.5,0.5
2023_10_WAS_SEA,2023,10,4567048,0.3797119912945651,70.7,1,1,1,5,2,0.2,0.4
2023_10_DEN_BUF,2023,10,2976212,0.38142112743024004,54.5,0,0,1,5,5,0.0,0.0
2023_11_CIN_BAL,2023,11,3051926,0.5886687012027376,87.3,1,1,1,5,5,0.4,0.4
2023_11_ARI_HOU,2023,11,4040761,0.49310799511054526,54.5,1,1,0,5,5,0.2,0.4
2023_11_CHI_DET,2023,11,4374302,0.34142625318085584,51.4,1,1,1,6,6,0.3333333333333333,0.3333333333333333
2023_11_DAL_CAR,2023,11,3916148,0.4876343448092323,67.2,1,1,1,4,3,0.25,0.5
2023_11_LAC_GB,2023,11,3068267,0.635481756638834,100.0,0,0,0,5,5,0.0,0.2
2023_11_LV_MIA,2023,11,4047365,0.424338187399687,60.3,0,0,0,3,3,0.0,0.0
2023_11_MIN_DEN,2023,11,4429205,0.36028405566735955,43.7,0,0,0,3,3,0.0,0.3333333333333333
2023_11_NYG_WAS,2023,11,3929630,0.2887701485995705,65.6,1,1,1,4,2,0.25,0.25
2023_11_NYJ_BUF,2023,11,2976212,0.3330978259080277,59.8,0,0,1,4,4,0.0,0.25
2023_11_PIT_CLE,2023,11,4241457,0.5054127870167981,89.3,0,1,0,2,2,0.5,0.5
2023_11_SEA_LA,2023,11,4567048,0.3373821689631148,70.0,0,1,0,3,1,0.3333333333333333,0.3333333333333333
2023_11_TB_SF,2023,11,3117251,0.48738913437286235,71.9,1,1,1,5,5,0.4,0.6
2023_11_TEN_JAX,2023,11,3043078,0.31999154561441345,60.1,0,0,0,4,3,0.0,0.25
2023_11_PHI_KC,2023,11,4047646,0.514786593733048,76.4,0,1,1,4,4,0.25,0.25
2023_12_GB_DET,2023,12,4429795,0.49215603619674597,66.5,0,1,0,6,6,0.16666666666666666,0.3333333333333333
2023_12_SF_SEA,2023,12,3117251,0.4053808583658922,94.8,1,1,1,3,3,0.3333333333333333,0.3333333333333333
2023_12_WAS_DAL,2023,12,4241389,0.5465709090873921,75.5,1,1,1,6,5,0.16666666666666666,0.3333333333333333
2023_12_MIA_NYJ,2023,12,3116406,0.4984946592138082,69.2,1,1,0,3,3,0.6666666666666666,0.6666666666666666
2023_12_BAL_LAC,2023,12,3051926,0.6218840703756277,81.5,0,0,0,2,2,0.0,0.0
2023_12_BUF_PHI,2023,12,4047646,0.4048819867300364,45.0,1,1,0,7,7,0.2857142857142857,0.42857142857142855
2023_12_CAR_TEN,2023,12,3043078,0.3557441541581863,64.5,1,1,1,2,2,0.5,0.5
2023_12_CLE_DEN,2023,12,3059915,0.40237593857667653,63.9,0,0,0,4,4,0.0,0.0
2023_12_JAX_HOU,2023,12,4366031,0.4851443881773344,54.0,1,1,0,5,5,0.2,0.2
2023_12_KC_LV,2023,12,4047365,0.486126453190711,78.2,1,1,1,5,5,0.2,0.2
2023_12_LA_ARI,2023,12,3045147,0.38002955585686937,97.4,0,0,0,5,2,0.0,0.2
2023_12_NE_NYG,2023,12,3051392,0.335487864941171,50.2,0,1,0,2,2,0.5,0.5
2023_12_NO_ATL,2023,12,4430807,0.39343410838102744,66.0,1,1,0,1,1,1.0,1.0
2023_12_PIT_CIN,2023,12,4241457,0.47009079650295216,74.0,1,1,0,2,2,0.5,0.5
2023_12_TB_IND,2023,12,4697815,0.420793402425242,73.8,0,0,1,3,3,0.0,0.3333333333333333
2023_12_CHI_MIN,2023,12,4429205,0.40714401594980043,58.5,0,1,0,1,1,1.0,1.0
2023_13_SEA_DAL,2023,13,3916148,0.5336839628268014,88.1,1,1,1,7,7,0.2857142857142857,0.2857142857142857
2023_13_ARI_PIT,2023,13,4241457,0.326056035164795,54.6,0,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_13_ATL_NYJ,2023,13,4430807,0.41707977603816904,94.2,0,0,0,1,1,0.0,0.0
2023_13_CAR_TB,2023,13,4697815,0.42357944406297454,56.4,1,1,1,4,4,0.5,0.5
2023_13_CLE_LA,2023,13,3059915,0.3023472489827853,54.7,0,1,1,6,2,0.16666666666666666,0.16666666666666666
2023_13_DEN_HOU,2023,13,4361579,0.34589884220894473,57.2,0,1,0,4,4,0.25,0.25
2023_13_DET_NO,2023,13,4429795,0.5050157768724983,59.1,0,1,1,7,7,0.14285714285714285,0.2857142857142857
2023_13_IND_TEN,2023,13,4035676,0.5328710223779518,71.0,0,1,1,4,4,0.25,0.25
2023_13_KC_GB,2023,13,15847,0.39554412617983103,45.9,0,1,1,4,3,0.25,0.5
2023_13_LAC_NE,2023,13,4569173,0.3858747064917518,55.6,0,0,0,0,0,,
2023_13_MIA_WAS,2023,13,3116406,0.5900397324894079,78.2,1,1,1,4,3,0.25,0.5
2023_13_SF_PHI,2023,13,3117251,0.5279770515085577,78.4,1,1,1,6,6,0.16666666666666666,0.16666666666666666
2023_13_CIN_JAX,2023,13,4239996,0.5560530031963304,83.3,1,1,1,7,6,0.2857142857142857,0.42857142857142855
2023_14_NE_PIT,2023,14,3051392,0.41193697225322334,94.1,1,1,0,4,4,0.25,0.5
2023_14_BUF_KC,2023,14,15847,0.38021529302846546,41.9,0,0,1,4,4,0.0,0.0
2023_14_CAR_NO,2023,14,3054850,0.5881798554828496,64.5,1,1,1,3,2,0.3333333333333333,0.3333333333333333
2023_14_DEN_LAC,2023,14,3068267,0.36066938981267305,72.3,1,1,1,4,4,0.5,0.5
2023_14_DET_CHI,2023,14,4035538,0.388239691229432,58.4,0,1,0,4,4,0.25,0.25
2023_14_HOU_NYJ,2023,14,4258173,0.34183230375339535,57.8,0,1,1,4,4,0.25,0.5
2023_14_IND_CIN,2023,14,3116385,0.6000835631508689,60.2,1,1,1,5,4,0.2,0.2
2023_14_JAX_CLE,2023,14,4239996,0.5228457973057694,94.1,1,1,1,6,6,0.16666666666666666,0.3333333333333333
2023_14_LA_BAL,2023,14,3051926,0.3900015298401449,70.4,0,1,0,6,3,0.16666666666666666,0.3333333333333333
2023_14_MIN_LV,2023,14,4047365,0.2845669702749992,59.7,0,0,0,0,0,,
2023_14_PHI_DAL,2023,14,4241389,0.6512874845203792,71.2,1,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_14_SEA_SF,2023,14,3117251,0.6956801753070094,94.2,0,1,0,5,5,0.2,0.4
2023_14_TB_ATL,2023,14,4430807,0.38046600749364834,67.7,1,1,1,6,6,0.3333333333333333,0.3333333333333333
2023_14_GB_NYG,2023,14,4362249,0.3517464668726087,49.2,1,1,1,4,4,0.5,0.5
2023_14_TEN_MIA,2023,14,4429160,0.5120605046787992,56.5,0,1,1,3,3,0.3333333333333333,0.3333333333333333
2023_15_LAC_LV,2023,15,3068267,0.42197905403951397,94.5,0,1,0,9,9,0.1111111111111111,0.2222222222222222
2023_15_DEN_DET,2023,15,4361579,0.42987451348767314,55.3,0,1,0,5,4,0.2,0.2
2023_15_MIN_CIN,2023,15,4242431,0.41651707557880746,71.7,1,1,1,4,4,0.5,0.75
2023_15_PIT_IND,2023,15,4241457,0.3876682384200577,59.9,0,1,0,5,4,0.2,0.2
2023_15_ATL_CAR,2023,15,4430807,0.4999794548670988,94.8,0,0,0,1,1,0.0,1.0
2023_15_BAL_JAX,2023,15,3051926,0.45831475302064983,59.9,1,1,0,3,3,0.3333333333333333,0.3333333333333333
2023_15_CHI_CLE,2023,15,3125116,0.31095592830921925,53.4,0,1,0,3,3,0.3333333333333333,0.3333333333333333
