market,kind,model,n_train,n_test,auc,logloss,brier,cal,base,top5,top10,p60,n60,p70,n70,secs
sb1,batter,extra trees,86628,30355,0.719153113225031,0.2228822381162998,0.0585981820089787,0.0688016105525981,0.0652940207544062,0.2201550387596899,0.1891472868217054,,0,,0,3.6
sb1,batter,hist-GBM,86628,30355,0.7165969512451666,0.2230424799863961,0.0586624626051622,0.0686869496734087,0.0652940207544062,0.2077519379844961,0.1790697674418604,,0,,0,0.8
sb1,batter,gradient boosting,86628,30355,0.7121994898363281,0.2244418928560969,0.0590286261195789,0.0687097325937782,0.0652940207544062,0.1953488372093023,0.1844961240310077,,3,,2,29.7
sb1,batter,kNN (k=200),86628,30355,0.694814417766098,0.2270330764469836,0.0590580480975127,0.0602951737769725,0.0652940207544062,0.1922480620155038,0.1813953488372093,,0,,0,1.9
sb1,batter,MLP (neural net),86628,30355,0.6777711417703113,0.234042413379308,0.0603499297488284,0.0678062608800379,0.0652940207544062,0.1441860465116279,0.1496124031007752,,0,,0,2.2
sb1,batter,STACK (LR+HGB+ET),86628,30355,0.7188063558528003,0.2238627694349849,0.0587210320413131,0.0692355442457856,0.0652940207544062,0.2077519379844961,0.1806201550387597,,0,,0,14.3
k5,pitcher,own-rate baseline,9189,3304,0.6616435422524778,0.6537039159824585,0.230952973221216,0.5395356600995583,0.5139225181598063,0.6927899686520376,0.6422893481717011,0.6740128558310376,1089,0.7549295774647887,355,
k5,pitcher,logistic,9189,3304,0.6999748440403845,0.6264078746986856,0.2189700548929886,0.5350417603192028,0.5139225181598063,0.7225705329153606,0.6637519872813991,0.6943573667711599,1276,0.7404580152671756,655,0.3
k5,pitcher,logistic L1,9189,3304,0.7002476725236781,0.6262226520986981,0.2188764614418021,0.5347897140455173,0.5139225181598063,0.7272727272727273,0.6645468998410174,0.6944226237234878,1273,0.7349768875192604,649,0.6
k5,pitcher,logistic + platt,9189,3304,0.6999748440403845,0.6264204037875614,0.2189760664804311,0.5350625278906903,0.5139225181598063,0.7225705329153606,0.6637519872813991,0.69453125,1280,0.7408536585365854,656,0.3
k5,pitcher,gaussian NB,9189,3304,0.6782717782403149,0.6424899542699566,0.2260142686361897,0.5330897178776522,0.5139225181598063,0.6974921630094044,0.6597774244833068,0.6871455576559546,1058,0.7559912854030502,459,0.2
k5,pitcher,random forest,9189,3304,0.6919638076881893,0.6300060518232636,0.2208088366144389,0.535812569099814,0.5139225181598063,0.7021943573667712,0.6637519872813991,0.6896551724137931,1160,0.7444444444444445,540,1.1
k5,pitcher,extra trees,9189,3304,0.6964779456308572,0.6326339021514137,0.2214067186319217,0.5316120620906748,0.5139225181598063,0.7241379310344828,0.6645468998410174,0.6972111553784861,1004,0.7982456140350878,342,0.7
k5,pitcher,hist-GBM,9189,3304,0.6820195028360961,0.6395985107369763,0.2248770961640715,0.5262188679119896,0.5139225181598063,0.713166144200627,0.6542130365659777,0.6754098360655738,1220,0.7247437774524158,683,0.5
k5,pitcher,gradient boosting,9189,3304,0.6924133879577028,0.6285884530377145,0.2203091689533466,0.5281085339620305,0.5139225181598063,0.7053291536050157,0.6732909379968204,0.6901172529313233,1194,0.7284991568296796,593,4.5
k5,pitcher,kNN (k=200),9189,3304,0.6960808041692886,0.6325196976543187,0.2212359034503632,0.5352981234866828,0.5139225181598063,0.719435736677116,0.6661367249602543,0.6940231935771632,1121,0.7713097713097713,481,0.5
k5,pitcher,MLP (neural net),9189,3304,0.6831174174583826,0.6406698489108267,0.225454998226484,0.5535067069980049,0.5139225181598063,0.719435736677116,0.6565977742448331,0.6569395017793594,1405,0.7051282051282052,858,1.0
k5,pitcher,STACK (LR+HGB+ET),9189,3304,0.6998237616007111,0.626525701022798,0.2189408592226193,0.5325162865361821,0.5139225181598063,0.7225705329153606,0.6645468998410174,0.6833976833976834,1295,0.7330383480825958,678,3.5
k6,pitcher,own-rate baseline,9189,3304,0.6666504102369514,0.6141711518520614,0.212153963514904,0.3875376843240286,0.3622881355932203,0.5768025078369906,0.4944356120826709,0.6692015209125475,263,0.7407407407407407,81,
k6,pitcher,logistic,9189,3304,0.707796623341299,0.5876293958357557,0.2021861980665237,0.3717745294535285,0.3622881355932203,0.5909090909090909,0.5,0.6721311475409836,427,0.7906976744186046,172,0.3
k6,pitcher,logistic L1,9189,3304,0.7079790125527392,0.5875956957042909,0.2021765680000969,0.3721487405499086,0.3622881355932203,0.5877742946708464,0.5007949125596184,0.6697892271662763,427,0.8058823529411765,170,0.4
k6,pitcher,logistic + platt,9189,3304,0.707796623341299,0.5876415245954228,0.2021935876320902,0.3717575643820551,0.3622881355932203,0.5909090909090909,0.5,0.6713286713286714,429,0.7906976744186046,172,0.3
k6,pitcher,gaussian NB,9189,3304,0.6903958995733281,0.6022266867225144,0.2073021447159601,0.3815392573784323,0.3622881355932203,0.5830721003134797,0.5111287758346582,0.6666666666666666,387,0.73,200,0.2
k6,pitcher,random forest,9189,3304,0.702644128118112,0.5916923996178631,0.2036355980440735,0.3777553363634202,0.3622881355932203,0.5862068965517241,0.5031796502384738,0.6791907514450867,346,0.7723577235772358,123,1.0
k6,pitcher,extra trees,9189,3304,0.7075492084109974,0.5936512561943261,0.2038060142466951,0.3749860318846449,0.3622881355932203,0.5846394984326019,0.5158982511923689,0.726027397260274,219,0.8333333333333334,42,0.7
k6,pitcher,hist-GBM,9189,3304,0.6946431892101714,0.598162837077943,0.2065049361217326,0.3644519010586247,0.3622881355932203,0.567398119122257,0.4976152623211446,0.656641604010025,399,0.7107843137254902,204,0.5
k6,pitcher,gradient boosting,9189,3304,0.699350020360187,0.5937046868063863,0.2047205604900133,0.3734514688188513,0.3622881355932203,0.5736677115987461,0.5095389507154213,0.6580976863753213,389,0.7449664429530202,149,4.4
k6,pitcher,kNN (k=200),9189,3304,0.7062362043377706,0.5921716151236441,0.2032212242736077,0.3730856537530266,0.3622881355932203,0.5956112852664577,0.5087440381558028,0.7142857142857143,252,0.8108108108108109,74,0.5
